Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
14/09/2022 01:58,15231,80266F880,23691,8021353D0,4409.56,Euro,4409.56,Euro,ACH,1
11/09/2022 09:11,23289,808839F70,26580,80D1E6020,7078.63,Euro,7078.63,Euro,ACH,1
01/09/2022 05:05,11056,80203E9E0,115359,806E9B160,26.35,US Dollar,26.35,US Dollar,Cash,0
07/09/2022 08:25,70,1004286A8,7195,80B5FC150,415.84,Euro,415.84,Euro,Cheque,1
10/09/2022 17:06,1,800459750,21258,8028E8460,13313.45,US Dollar,13313.45,US Dollar,ACH,1
01/09/2022 05:20,21174,80673A450,15695,8070C80F0,5618478.85,US Dollar,5618478.85,US Dollar,ACH,0
09/09/2022 08:15,17327,8095F6C20,15695,8095F6C70,4949.79,US Dollar,4949.79,US Dollar,ACH,1
18/09/2022 11:18,9371,8043A0FB0,13858,8095526B0,1785.27,Euro,1785.27,Euro,ACH,1
01/09/2022 05:28,115359,80D655A50,115359,80D655A50,108.17,US Dollar,108.17,US Dollar,Reinvestment,0
06/09/2022 16:16,1669,8031DBFE0,2952,8019A2650,9007.68,US Dollar,9007.68,US Dollar,ACH,1
07/09/2022 14:39,31161,812A60050,7042,803173180,13605.83,US Dollar,13605.83,US Dollar,ACH,1
10/09/2022 20:35,136262,813454380,49142,813456020,2709.14,US Dollar,2709.14,US Dollar,ACH,1
09/09/2022 19:06,119,81235E8B0,118,811A67510,48126.43,Saudi Riyal,48126.43,Saudi Riyal,ACH,1
11/09/2022 13:48,25536,8043410B0,113935,807B6EA00,4584.66,Euro,4584.66,Euro,ACH,1
01/09/2022 05:05,1412,80348E610,19329,806FE7D00,627.56,US Dollar,627.56,US Dollar,Wire,0
08/09/2022 11:59,111031,80C3BDF50,111974,80F5778D0,2861107.7,Yen,2861107.7,Yen,ACH,1
01/09/2022 05:29,25075,8070EB7F0,19474,805C54DE0,269.56,US Dollar,269.56,US Dollar,Cheque,0
07/09/2022 13:16,220,80087EA60,21749,80154AAF0,1796.77,Euro,1796.77,Euro,ACH,1
08/09/2022 05:20,28711,80F1094E0,218346,80F1099E0,886.59,Euro,886.59,Euro,ACH,1
01/09/2022 19:46,116904,806EB7E40,219656,8074FE770,922502.64,Ruble,922502.64,Ruble,Credit Card,0
01/09/2022 05:01,1688,803C26FD0,2991,80D623900,560.27,US Dollar,560.27,US Dollar,ACH,0
10/09/2022 23:07,9,80727F930,219557,8072A28C0,448920.65,Ruble,448920.65,Ruble,Cheque,1
05/09/2022 08:07,22155,808D89450,118202,806E22460,383964.45,Ruble,383964.45,Ruble,ACH,1
01/09/2022 05:03,3229,8064E73E0,127142,80B41A390,2293.14,US Dollar,2293.14,US Dollar,Cheque,0
06/09/2022 07:27,1124,80AC45CA0,222664,80D7EC5F0,6824.45,US Dollar,6824.45,US Dollar,ACH,1
01/09/2022 00:08,12,800106D00,12,800106D00,1611778.05,US Dollar,1611778.05,US Dollar,Reinvestment,0
01/09/2022 07:15,1588,801ABC430,241869,80F390FC0,10475.35,Swiss Franc,10475.35,Swiss Franc,ACH,1
01/09/2022 19:40,70,1004287C8,10,80741BD10,38419.57,Ruble,38419.57,Ruble,Credit Card,0
01/09/2022 05:26,227859,80AEC3480,227859,80AEC3480,33757.3,US Dollar,33757.3,US Dollar,Reinvestment,0
08/09/2022 12:48,17327,803465880,10,80B389320,12833.01,US Dollar,12833.01,US Dollar,ACH,1
11/09/2022 14:52,210404,805090B10,14325,801A21E40,5596.26,US Dollar,5596.26,US Dollar,ACH,1
01/09/2022 05:13,2947,807BA8520,32464,80DA4C8B0,0.55,US Dollar,0.55,US Dollar,ACH,0
01/09/2022 05:06,1047,8008054F0,8354,8074563D0,14052.07,US Dollar,14052.07,US Dollar,Cheque,0
05/09/2022 19:27,1420,80062C960,1665,80054CAB0,15264.6,US Dollar,15264.6,US Dollar,ACH,1
03/09/2022 01:32,45701,810CFF0B0,43818,810CFF540,6698.85,Shekel,6698.85,Shekel,ACH,1
01/09/2022 05:27,70,100428660,235986,80E11EB50,236,US Dollar,236,US Dollar,Cheque,0
12/09/2022 08:00,39775,80F224D00,1601,80340DCF0,15320,US Dollar,15320,US Dollar,ACH,1
06/09/2022 16:55,12,80027D490,23,8002997C0,6106.29,Euro,6106.29,Euro,ACH,1
06/09/2022 21:22,5464,80C8841B0,2591,80B7C97B0,14691.67,Euro,14691.67,Euro,ACH,1
01/09/2022 05:18,2952,8016CF0F0,20226,80CF38F10,5907.3,US Dollar,5907.3,US Dollar,Credit Card,0
11/09/2022 14:57,231212,80ED002D0,1688,80152EDC0,7901.37,US Dollar,7901.37,US Dollar,ACH,1
01/09/2022 00:06,12,800108290,12,800108290,6648.19,US Dollar,6648.19,US Dollar,Reinvestment,0
10/09/2022 01:23,3051,804282480,18049,80E4DA910,9558.55,Euro,9558.55,Euro,ACH,1
01/09/2022 05:08,2454,8082B4EF0,111631,80A569380,6779.18,US Dollar,6779.18,US Dollar,Cheque,0
04/09/2022 07:50,44873,811887F10,146484,81188FA10,746.73,Shekel,746.73,Shekel,ACH,1
01/09/2022 05:13,16333,8045BBA20,11899,805F406C0,148770.93,US Dollar,148770.93,US Dollar,Cheque,0
01/09/2022 00:02,220,800259710,220,800259710,3939.47,US Dollar,3939.47,US Dollar,Reinvestment,0
03/09/2022 16:15,214,80C1ED8D0,113935,8077C0760,10417.03,Euro,10417.03,Euro,ACH,1
09/09/2022 12:07,3051,804282480,27217,806453860,5500.84,Euro,5500.84,Euro,ACH,1
03/09/2022 04:37,20861,80940A1D0,3489,80421CC70,296.29,Euro,296.29,Euro,ACH,1
06/09/2022 10:36,17753,809B6E2B0,221891,809B832D0,4605.75,US Dollar,4605.75,US Dollar,ACH,1
01/09/2022 05:21,70,100428660,113685,80B81B0B0,29483.4,US Dollar,29483.4,US Dollar,Credit Card,0
01/09/2022 05:27,24132,80AE18D60,25637,80B3495E0,21778.03,US Dollar,21778.03,US Dollar,ACH,0
01/09/2022 00:16,1,800221B50,1,800221B50,5978.27,US Dollar,5978.27,US Dollar,Reinvestment,0
07/09/2022 17:43,122545,8087B1360,23731,808B564F0,4511.52,UK Pound,4511.52,UK Pound,ACH,1
01/09/2022 00:15,220,80010C2F0,220,80010C2F0,19.99,US Dollar,19.99,US Dollar,Reinvestment,0
06/09/2022 13:33,70,100428738,24,803B8ACD0,111230.19,Yen,111230.19,Yen,Cheque,1
02/09/2022 00:00,25113,8094E6F70,25534,8094E6FC0,11952.62,Canadian Dollar,11952.62,Canadian Dollar,ACH,1
01/09/2022 00:14,10,800056660,10,800056660,14.84,US Dollar,14.84,US Dollar,Reinvestment,0
01/09/2022 05:22,10,8003A69A0,110836,8066CD9F0,5745.48,US Dollar,5745.48,US Dollar,Credit Card,0
01/09/2022 05:03,7042,80D2B57F0,7042,80D2B57F0,133248.27,US Dollar,133248.27,US Dollar,Reinvestment,0
01/09/2022 05:04,70,100428660,1411,802EB6420,604.12,US Dollar,604.12,US Dollar,Credit Card,0
01/09/2022 19:59,220541,807DF8400,220572,80828E430,2525.06,UK Pound,2525.06,UK Pound,Credit Card,0
07/09/2022 10:12,3420,80F1EED40,123288,80F1EEDE0,3689.29,US Dollar,3689.29,US Dollar,ACH,1
03/09/2022 05:33,125906,80D8F53F0,211,808E44B10,1416.94,UK Pound,1416.94,UK Pound,ACH,1
04/09/2022 00:43,222,811B83280,150240,812D22980,55680.22,Saudi Riyal,55680.22,Saudi Riyal,ACH,1
01/09/2022 05:11,2053,80152D5A0,11899,8055767F0,459.68,US Dollar,459.68,US Dollar,Cheque,0
01/09/2022 00:27,10,8001C5260,10,8001C5260,23.89,US Dollar,23.89,US Dollar,Reinvestment,0
01/09/2022 05:16,12585,804AA8D80,2947,806DF01C0,25157.59,US Dollar,25157.59,US Dollar,Credit Card,0
01/09/2022 05:07,10,8019B41F0,130596,80DBA12A0,12.32,US Dollar,12.32,US Dollar,Credit Card,0
10/09/2022 00:30,1674,80068DB50,111425,806A20680,12552.07,US Dollar,12552.07,US Dollar,ACH,1
07/09/2022 10:58,232304,80C2E5A90,222819,808E2DDF0,2268.7,UK Pound,2268.7,UK Pound,ACH,1
01/09/2022 19:51,118180,806E37FB0,118190,807159A30,287441651.7,Ruble,287441651.7,Ruble,Wire,0
01/09/2022 05:17,1362,80B8F2150,1362,80B8F2150,17612600.08,US Dollar,17612600.08,US Dollar,Reinvestment,0
01/09/2022 19:37,28,806B61B20,28,806B61B20,68631.76,Ruble,68631.76,Ruble,Reinvestment,0
12/09/2022 19:15,17863,81198DE10,1,8029FC480,16665.4,US Dollar,16665.4,US Dollar,ACH,1
05/09/2022 02:35,113523,805345420,13078,805345920,45243.96,Rupee,45243.96,Rupee,ACH,1
10/09/2022 14:14,131928,80EF93140,11318,800AD0530,2363.11,US Dollar,2363.11,US Dollar,ACH,1
01/09/2022 05:00,8623,80C7C9660,8623,80C7C9660,76.96,US Dollar,76.96,US Dollar,Reinvestment,0
09/09/2022 10:22,2439,80340AC10,11157,80340B7F0,2137.57,US Dollar,2137.57,US Dollar,ACH,1
06/09/2022 08:11,116,80EACF8D0,137218,80EAD0110,1977.75,Swiss Franc,1977.75,Swiss Franc,ACH,1
04/09/2022 04:56,220271,81114D580,13145,809BD8BC0,9743.15,US Dollar,9743.15,US Dollar,ACH,1
02/09/2022 02:58,22541,8087E2DF0,222697,8087E2E40,2224.18,UK Pound,2224.18,UK Pound,ACH,1
01/09/2022 13:46,70,100428660,15695,812CD37E0,4008.85,US Dollar,4008.85,US Dollar,Credit Card,1
01/09/2022 00:15,1292,80025D230,1292,80025D230,14.86,US Dollar,14.86,US Dollar,Reinvestment,0
01/09/2022 08:11,29,80DAFF780,211,80DAFF7D0,118983.55,Brazil Real,118983.55,Brazil Real,Cheque,1
11/09/2022 03:58,111631,805A507F0,33780,80E3C0300,4093.99,US Dollar,4093.99,US Dollar,ACH,1
09/09/2022 00:47,234222,80DCF9990,10,8005F0660,7225.51,US Dollar,7225.51,US Dollar,ACH,1
07/09/2022 11:40,8771,80C6F48A0,11056,8079083A0,10519.17,Euro,10519.17,Euro,ACH,1
01/09/2022 19:33,17491,806BBF860,16787,807010FC0,60990.37,Ruble,60990.37,Ruble,Wire,0
01/09/2022 05:00,20,801E6DB80,20,801E6DB80,0.05,US Dollar,0.32,Yuan,ACH,0
01/09/2022 05:21,14549,806636C50,6075,806C4E630,67.99,US Dollar,67.99,US Dollar,Cheque,0
04/09/2022 13:26,25534,80963CB30,13554,805811F40,1181.51,Euro,1181.51,Euro,ACH,1
06/09/2022 19:19,148350,811FFF630,148350,812D0C3C0,58463.59,Saudi Riyal,58463.59,Saudi Riyal,ACH,1
01/09/2022 00:19,1362,8002BB2A0,1362,8002BB2A0,176045.34,US Dollar,176045.34,US Dollar,Reinvestment,0
10/09/2022 11:09,25981,80515A830,13157,804CF5230,1085990.71,Rupee,1085990.71,Rupee,ACH,1
11/09/2022 11:33,21831,800D7F3B0,15231,8042E41B0,8169.53,Euro,8169.53,Euro,ACH,1
02/09/2022 19:51,135403,80E2226E0,111443,80E35D820,5013.29,US Dollar,5013.29,US Dollar,ACH,1
03/09/2022 01:57,1420,8002B9DE0,1,800160AF0,2692.17,US Dollar,2692.17,US Dollar,ACH,1
01/09/2022 19:47,13667,80505D050,13659,812298920,6162542.7,Rupee,6162542.7,Rupee,Cheque,0
08/09/2022 14:01,32564,80C1EB8B0,111312,8045732A0,633401.43,Yen,633401.43,Yen,ACH,1
09/09/2022 14:43,214749,805DB7F20,13862,801F99F20,10064.89,Euro,10064.89,Euro,ACH,1
03/09/2022 18:58,3,802A4BBD0,24132,803CB3490,1087.03,US Dollar,1087.03,US Dollar,ACH,1
01/09/2022 19:30,115159,806786FA0,218502,8071C2430,433172.93,Ruble,433172.93,Ruble,Cheque,0
09/09/2022 16:28,70,100428660,701,80EC30550,501.69,US Dollar,501.69,US Dollar,Credit Card,1
01/09/2022 19:45,314761,805D88B20,314761,805D88B20,185864.5,Rupee,185864.5,Rupee,Reinvestment,0
01/09/2022 19:40,71,804BAAB50,216343,813B27D40,198335.29,Rupee,198335.29,Rupee,Credit Card,0
01/09/2022 05:23,2385,8016CFD70,18549,806D01850,1445.44,US Dollar,1445.44,US Dollar,Cheque,0
06/09/2022 06:11,908,8008F4340,1068,8008F44D0,6672.63,US Dollar,6672.63,US Dollar,ACH,1
06/09/2022 16:45,127760,80CD01840,26302,809DACA80,17663.44,Canadian Dollar,17663.44,Canadian Dollar,ACH,1
01/09/2022 05:18,13037,8012B08B0,14077,806006F80,10533.5,US Dollar,10533.5,US Dollar,Cheque,0
10/09/2022 07:30,26624,80BFD57F0,120691,80BFD6670,5285.52,Euro,5285.52,Euro,ACH,1
08/09/2022 08:45,117453,80E064980,2627,8013F90B0,2896.71,US Dollar,2896.71,US Dollar,ACH,1
01/09/2022 05:12,15625,80A04BC70,15625,80A04BC70,7.47,US Dollar,7.47,US Dollar,Reinvestment,0
10/09/2022 15:43,48910,8120D49E0,119,81235E8B0,7589.12,Saudi Riyal,7589.12,Saudi Riyal,ACH,1
10/09/2022 21:28,20,80010ECB0,410,800248110,11608.67,Euro,11608.67,Euro,ACH,1
06/09/2022 02:42,32814,80C4FE740,12,80C4FE790,93092.09,Mexican Peso,93092.09,Mexican Peso,ACH,1
01/09/2022 19:50,4,8060B0A60,28,80610A060,548101.9,Ruble,548101.9,Ruble,Cheque,0
05/09/2022 07:46,70,1004286A8,3335,8041F7E90,1865.6,Euro,1865.6,Euro,Cheque,1
01/09/2022 05:02,11813,806DF5350,11813,806DF5350,14.88,US Dollar,14.88,US Dollar,Reinvestment,0
07/09/2022 18:12,220,8006F8830,2947,80187AF80,18212.56,US Dollar,18212.56,US Dollar,ACH,1
10/09/2022 22:46,70,100428660,1362,800CEA850,31.83,US Dollar,31.83,US Dollar,Cash,1
01/09/2022 19:53,16792,80713B0B0,16792,80713B0B0,281.7,Ruble,281.7,Ruble,Reinvestment,0
01/09/2022 00:16,1420,801008520,12,80974B620,17.57,US Dollar,17.57,US Dollar,Credit Card,0
01/09/2022 05:05,22736,8089EB3C0,22736,8089EB3C0,14.49,US Dollar,14.49,US Dollar,Reinvestment,0
06/09/2022 08:09,217496,8065992B0,116843,806599300,336594.91,Ruble,336594.91,Ruble,ACH,1
01/09/2022 00:20,1,800150BF0,1,800150BF0,38322.5,US Dollar,38322.5,US Dollar,Reinvestment,0
01/09/2022 19:50,17491,80660F050,17491,80660F050,427.92,Ruble,427.92,Ruble,Reinvestment,0
06/09/2022 13:18,27637,803B7F120,139793,80EB1AA20,130471290.6,Swiss Franc,130471290.6,Swiss Franc,ACH,1
07/09/2022 17:48,11030,80CB65920,6,80A1FB9F0,9499.91,Australian Dollar,9499.91,Australian Dollar,ACH,1
02/09/2022 19:53,222664,8086FA900,29251,8086FA950,2515.15,US Dollar,2515.15,US Dollar,ACH,1
01/09/2022 19:56,212,8080E4DD0,220572,8080EBCF0,144.57,UK Pound,144.57,UK Pound,Wire,0
17/09/2022 16:07,9371,8043A0FB0,1729,805E120A0,6629.49,US Dollar,6629.49,US Dollar,ACH,1
09/09/2022 21:54,1292,800473820,908,801A655B0,11996.2,US Dollar,11996.2,US Dollar,ACH,1
13/09/2022 12:57,232391,80C8966E0,27954,80DADEFF0,1247008.84,US Dollar,1247008.84,US Dollar,ACH,1
06/09/2022 13:20,16254,80C65FCB0,125305,80957D980,16706462.72,Canadian Dollar,16706462.72,Canadian Dollar,ACH,1
01/09/2022 05:12,117453,80D4CA3A0,117453,80D4CA3A0,12.74,US Dollar,12.74,US Dollar,Reinvestment,0
08/09/2022 19:06,21749,80154AAF0,21387,800ADE000,9346.23,Euro,9346.23,Euro,ACH,1
01/09/2022 05:18,11813,800CAEC60,115159,805AF8720,701.58,US Dollar,701.58,US Dollar,Cheque,0
01/09/2022 05:00,2824,804605200,19890,80D036780,39.35,US Dollar,39.35,US Dollar,Cheque,0
01/09/2022 17:05,1522,800587B60,2454,802679190,5949.73,US Dollar,5949.73,US Dollar,ACH,1
09/09/2022 15:32,115700,806FDA270,115359,806FDB960,2394.79,US Dollar,2394.79,US Dollar,ACH,1
08/09/2022 12:48,23842,8019C0990,1267,802FBEBC0,91418.85,Yuan,91418.85,Yuan,ACH,1
01/09/2022 05:27,10,8005D29C0,130449,80BE3BDA0,631059.12,US Dollar,631059.12,US Dollar,Wire,0
01/09/2022 05:06,16109,8025562D0,14549,802E36750,1534.5,US Dollar,1534.5,US Dollar,Cheque,0
06/09/2022 14:29,143242,8101AEF90,233168,80DF9EF10,18287.56,US Dollar,18287.56,US Dollar,ACH,1
01/09/2022 05:28,15980,803C74AD0,16733,808D4B5B0,40.71,US Dollar,40.71,US Dollar,Cheque,0
10/09/2022 09:51,27217,810F3ABB0,232391,810F3B090,2424.55,Euro,2424.55,Euro,ACH,1
04/09/2022 17:34,19535,806A570E0,29191,8114B6040,11766.6,Yuan,11766.6,Yuan,ACH,1
06/09/2022 12:20,12,8010D4440,26818,8021F0F10,1981.18,Euro,1981.18,Euro,ACH,1
01/09/2022 22:49,111031,80E90AB60,9665,80E90B630,266666.47,Yen,266666.47,Yen,ACH,1
01/09/2022 05:27,70,100428660,211075,8088F1B20,1590.52,US Dollar,1590.52,US Dollar,Cheque,0
01/09/2022 05:04,28800,80DA4F570,234347,80DAA12D0,3672.64,US Dollar,3672.64,US Dollar,ACH,0
01/09/2022 19:40,10,80610BC10,28,806305470,26873.56,Ruble,26873.56,Ruble,Cheque,0
05/09/2022 12:32,21575,800EC1750,3335,8015A6530,15717.34,Euro,15717.34,Euro,ACH,1
01/09/2022 19:48,26,80836B0A0,222773,808471DB0,880.89,UK Pound,880.89,UK Pound,Credit Card,0
01/09/2022 20:54,111141,8063F98E0,29794,8063FF500,629.53,Euro,629.53,Euro,ACH,1
01/09/2022 19:38,9,8064B79C0,116425,806D6DFB0,1832256.8,Ruble,1832256.8,Ruble,Cheque,0
01/09/2022 05:19,4726,8022C4160,211212,80A01CD40,78.69,US Dollar,78.69,US Dollar,Cheque,0
09/09/2022 06:43,125575,80982E450,12561,804E82A60,1534.26,Euro,1534.26,Euro,ACH,1
08/09/2022 05:12,18324,80D2DC7D0,8823,8079C0A30,1417.75,Euro,1417.75,Euro,ACH,1
01/09/2022 05:26,33821,804EC71F0,33821,804EC71F0,12482.32,US Dollar,12482.32,US Dollar,Reinvestment,0
01/09/2022 05:19,232880,80E3B0370,232880,80E3B0370,11.29,US Dollar,11.29,US Dollar,Reinvestment,0
01/09/2022 05:26,21940,80145A480,16163,804175100,349.41,US Dollar,349.41,US Dollar,Cash,0
12/09/2022 18:43,1267,8007C7660,27621,80A9E6B10,22143.08,Australian Dollar,22143.08,Australian Dollar,ACH,1
01/09/2022 19:37,117070,8064D96C0,117070,8064D96C0,1164.83,Ruble,1164.83,Ruble,Reinvestment,0
01/09/2022 00:23,10,80005AD90,1,8001C6920,12532.07,US Dollar,12532.07,US Dollar,Credit Card,0
05/09/2022 10:07,19740,80B169DD0,26302,809DACA80,12789.22,Canadian Dollar,12789.22,Canadian Dollar,ACH,1
05/09/2022 19:47,214615,8075AC7C0,13858,802E5E710,211.15,Euro,211.15,Euro,ACH,1
01/09/2022 05:02,11157,801A07D10,14549,803456D80,184.48,US Dollar,184.48,US Dollar,Credit Card,0
09/09/2022 00:49,3698,808222DA0,210261,803B8BFC0,1081714.1,Yen,1081714.1,Yen,ACH,1
09/09/2022 06:47,210292,803A62590,220,8006D5E90,1541.48,US Dollar,1541.48,US Dollar,ACH,1
04/09/2022 09:25,21174,80114EBB0,1665,80114F070,30062.11,US Dollar,30062.11,US Dollar,ACH,1
07/09/2022 10:12,49089,81271C3A0,29794,81271FA90,1099.78,Euro,1099.78,Euro,ACH,1
07/09/2022 04:20,19318,8106B1750,14254,808A4BBD0,12650.74,Euro,12650.74,Euro,ACH,1
04/09/2022 18:25,21745,803366440,213737,8055F7FF0,794068.8,Rupee,794068.8,Rupee,ACH,1
07/09/2022 12:53,18107,803089850,14,803089990,25047.46,Yuan,25047.46,Yuan,ACH,1
01/09/2022 19:43,28,805D33990,9,8060BA2C0,5610.26,Ruble,5610.26,Ruble,ACH,0
06/09/2022 13:33,70,100428A51,153706,8148D50E1,0.003227,Bitcoin,0.003227,Bitcoin,Bitcoin,1
10/09/2022 11:17,23,8029D44A0,12,8029D4540,2703.99,Euro,2703.99,Euro,ACH,1
02/09/2022 00:25,70,100428660,215064,810AE3EA0,390.45,US Dollar,390.45,US Dollar,Credit Card,1
01/09/2022 19:40,7,8076D0800,212,80771F240,350.95,UK Pound,350.95,UK Pound,Credit Card,0
01/09/2022 05:01,1457,80728A980,1457,80728A980,6.53,US Dollar,6.53,US Dollar,Reinvestment,0
06/09/2022 17:45,28248,80A63DA20,211,80A63E150,57012.33,Australian Dollar,57012.33,Australian Dollar,ACH,1
01/09/2022 14:38,225734,8095AF170,139828,80EB89D80,581.34,Swiss Franc,581.34,Swiss Franc,ACH,1
01/09/2022 00:24,3370,8001FA950,10,8001F9870,43750.48,US Dollar,43750.48,US Dollar,ACH,0
03/09/2022 23:23,10099,80431EEB0,21,80431EF00,321739.56,Yen,321739.56,Yen,ACH,1
08/09/2022 16:41,11318,80081F5E0,410,80098DC70,6357.09,Euro,6357.09,Euro,ACH,1
01/09/2022 05:23,2991,80269E400,14077,808F84DF0,3639.78,US Dollar,3639.78,US Dollar,Cheque,0
07/09/2022 11:27,3489,801AE4070,1024,80098A3D0,2561.71,Euro,2561.71,Euro,ACH,1
04/09/2022 03:04,22164,804959810,21575,804959F90,7832.72,US Dollar,7832.72,US Dollar,ACH,1
01/09/2022 05:11,2454,8054BAA70,2454,8054BAA70,25724.89,US Dollar,25724.89,US Dollar,Reinvestment,0
06/09/2022 18:04,214609,801402460,16649,8060B8CF0,823753.89,Ruble,823753.89,Ruble,ACH,1
01/09/2022 00:20,1292,80021C9B0,1292,80021C9B0,8.54,US Dollar,8.54,US Dollar,Reinvestment,0
01/09/2022 05:23,4726,80BE14E60,4726,80BE14E60,16.65,US Dollar,16.65,US Dollar,Reinvestment,0
02/09/2022 21:47,15730,8079ED520,15723,8079F41C0,1152.04,US Dollar,1152.04,US Dollar,ACH,1
01/09/2022 00:12,3405,8001F9F70,3405,8001F9F70,200.8,US Dollar,200.8,US Dollar,Reinvestment,0
01/09/2022 05:25,211050,8058BDE30,211050,8058BDE30,1562.88,US Dollar,1562.88,US Dollar,Reinvestment,0
03/09/2022 07:04,12,800054B70,410,8002438B0,12156.43,Euro,12156.43,Euro,ACH,1
01/09/2022 05:13,15723,8077E6030,15723,8077E6030,21.2,US Dollar,21.2,US Dollar,Reinvestment,0
01/09/2022 00:23,1,8001CC140,1,8001CC140,411.47,US Dollar,411.47,US Dollar,Reinvestment,0
01/09/2022 05:15,33923,80445C410,220,80445D240,50625.53,US Dollar,50625.53,US Dollar,ACH,0
09/09/2022 21:34,13862,8078765D0,15723,80273FB80,7233.98,US Dollar,7233.98,US Dollar,ACH,1
01/09/2022 05:10,2439,800EECA70,1665,80A2EE830,57.76,US Dollar,57.76,US Dollar,Credit Card,0
01/09/2022 05:04,3420,80DA81680,234347,80DAA12D0,2701.81,US Dollar,2701.81,US Dollar,ACH,0
01/09/2022 00:05,220,800135370,220,800135370,33878.54,US Dollar,33878.54,US Dollar,Reinvestment,0
01/09/2022 05:17,70,100428660,14433,80C855DD0,52.87,US Dollar,52.87,US Dollar,Cheque,0
01/09/2022 05:19,216645,80BE3AB00,216645,80BE3AB00,13.02,US Dollar,13.02,US Dollar,Reinvestment,0
01/09/2022 19:32,212,8076EC2E0,120292,8083E21F0,109.25,UK Pound,109.25,UK Pound,Cheque,0
01/09/2022 05:16,70,100428660,13037,80D7BFBE0,2191750.04,US Dollar,2191750.04,US Dollar,Cheque,0
01/09/2022 05:13,2627,80135FCD0,28693,80C349BC0,1240555.18,US Dollar,1240555.18,US Dollar,Cash,0
01/09/2022 05:16,3698,805A6F760,11296,809899AD0,233.24,US Dollar,233.24,US Dollar,Cheque,0
04/09/2022 07:52,223645,80FBCC760,28531,80A709C90,4457,Australian Dollar,4457,Australian Dollar,ACH,1
01/09/2022 05:22,9482,804836DB0,116214,8062BCCA0,17617.34,US Dollar,17617.34,US Dollar,Cash,0
01/09/2022 14:49,16136,808E53900,19535,808E53A90,3159.61,US Dollar,3159.61,US Dollar,ACH,1
01/09/2022 19:46,17554,807052530,17554,807052530,1402.01,Ruble,1402.01,Ruble,Reinvestment,0
04/09/2022 23:45,23886,80BE9B100,7042,803173180,7469.82,US Dollar,7469.82,US Dollar,ACH,1
12/09/2022 10:20,4403,80F962B10,234395,80C795AA0,174181.92,Mexican Peso,174181.92,Mexican Peso,ACH,1
01/09/2022 05:22,211050,809623C10,11642,80B8E8FD0,2121.3,US Dollar,2121.3,US Dollar,Cheque,0
01/09/2022 05:15,2454,80129B470,11030,80D1A7EF0,317.17,US Dollar,317.17,US Dollar,Cheque,0
01/09/2022 05:14,10,800F16EC0,1853,803CECD20,1722.64,US Dollar,1722.64,US Dollar,Cheque,0
09/09/2022 08:35,21918,8089DC420,115159,806729EF0,17345.97,US Dollar,17345.97,US Dollar,ACH,1
01/09/2022 05:13,15980,803A09F70,13327,80A6C4290,25990.5,US Dollar,25990.5,US Dollar,Credit Card,0
01/09/2022 19:46,26,80768D310,120292,807C610D0,431.57,UK Pound,431.57,UK Pound,Cheque,0
01/09/2022 05:14,513,800DBD830,1588,8032F6970,1670.72,US Dollar,1670.72,US Dollar,Cash,0
02/09/2022 07:36,14757,805E72160,112064,805E72A40,259593.77,Rupee,259593.77,Rupee,ACH,1
01/09/2022 05:07,10,800F16EC0,1853,803CECD20,3911.1,US Dollar,3911.1,US Dollar,ACH,0
01/09/2022 05:01,1412,80DA7E450,234347,80DAA12D0,1887,US Dollar,1887,US Dollar,ACH,0
02/09/2022 18:37,12,801DA8990,26442,80AEBECB0,3055.18,US Dollar,3055.18,US Dollar,ACH,1
10/09/2022 16:23,235509,80CEC5700,17863,81198DE10,16594.71,Euro,16594.71,Euro,ACH,1
01/09/2022 00:23,1,8000EDBB0,1,8000EDBB0,30261.56,US Dollar,30261.56,US Dollar,Reinvestment,0
01/09/2022 05:25,21550,8058D4B70,25547,808E52C20,1609.44,US Dollar,1609.44,US Dollar,Cheque,0
01/09/2022 05:22,10,8001EFAC0,19329,80385A9E0,1869.84,US Dollar,1869.84,US Dollar,Credit Card,0
11/09/2022 16:44,222268,8083A8800,1412,801434090,14094.27,US Dollar,14094.27,US Dollar,ACH,1
10/09/2022 20:27,21575,800F1D640,217125,806BF3340,560264.4,Ruble,560264.4,Ruble,ACH,1
09/09/2022 03:38,17649,80D26F0E0,221279,80C0D3710,2531.01,Euro,2531.01,Euro,ACH,1
03/09/2022 04:26,1292,800C1BB70,1665,800C1BC60,1896.69,US Dollar,1896.69,US Dollar,ACH,1
01/09/2022 00:12,1420,80025CD30,1420,80025CD30,14956.62,US Dollar,14956.62,US Dollar,Reinvestment,0
01/09/2022 19:54,16927,8062D5920,16927,8062D5920,11160196.22,Ruble,11160196.22,Ruble,Reinvestment,0
04/09/2022 18:41,117,80E5157A0,1588,8006ECDD0,15589.43,US Dollar,15589.43,US Dollar,ACH,1
06/09/2022 10:54,118,812D06150,222,811D80C30,30027.36,Saudi Riyal,30027.36,Saudi Riyal,ACH,1
01/09/2022 19:33,7,807EE9C30,7,807EE9C30,10770.76,UK Pound,10770.76,UK Pound,Reinvestment,0
01/09/2022 19:35,9,800048870,4,806E27CF0,1824549.3,Ruble,1824549.3,Ruble,Credit Card,0
04/09/2022 00:53,234032,8110174A0,14011,811018F90,3011.52,Euro,3011.52,Euro,ACH,1
